#         t          x          y          z         vx         vy         vz
      3.071     30.740    321.660    -11.770     59.130   -208.730     19.430
      3.143     34.590    306.550    -10.570     48.440   -214.000     14.600
      3.214     37.540    291.140     -9.860     34.480   -219.060      8.340
      3.286     39.430    275.340     -9.490     20.600   -223.390      5.090
      3.357     40.350    259.310     -9.290      6.630   -227.180      0.310
      3.429     40.080    242.860     -9.490    -13.410   -232.060     -7.820
      3.500     38.420    226.070    -10.270    -30.500   -237.810    -15.020
      3.571     35.480    208.800    -11.440    -52.750   -245.210    -21.150
      3.643     30.870    191.180    -13.270    -79.250   -245.790    -31.940
      3.714     23.990    173.660    -16.040   -114.760   -243.420    -44.360
      3.786     14.520    156.660    -19.590   -151.470   -232.380    -55.370
      3.857      2.430    140.780    -24.220   -187.210   -209.930    -71.810
      3.929    -12.020    126.690    -29.640   -219.540   -178.410    -81.960
      4.000    -28.710    115.650    -35.760   -246.770   -129.080    -84.410
      4.071    -47.030    108.350    -41.670   -257.410    -70.100    -78.690
      4.143    -65.310    105.720    -46.990   -250.110     -2.070    -66.640
      4.214    -82.140    108.130    -51.020   -219.590     68.650    -47.160
      4.286    -96.100    115.240    -53.660   -165.800    124.750    -27.950
      4.357   -105.730    125.350    -54.950   -105.260    154.540     -7.550
      4.429   -111.060    137.060    -54.960    -46.810    168.690      6.380
      4.500   -112.620    149.120    -54.150      1.070    169.660     14.670
      4.571   -111.170    161.110    -52.680     39.230    165.080     24.470
      4.643   -107.090    172.710    -50.620     72.680    159.950     29.690
      4.714   -100.850    183.870    -48.220    101.180    153.320     37.940
      4.786    -92.680    194.540    -45.040    127.150    145.140     49.090
      4.857    -82.780    204.600    -41.180    146.380    137.420     58.530
      4.929    -71.640    214.120    -36.530    164.100    129.700     72.200
      5.000    -59.190    223.210    -30.830    184.340    125.040     86.000
      5.071    -45.340    232.010    -23.990    205.030    122.060    108.000
      5.143    -29.750    240.420    -15.140    230.700    113.550    143.240
      5.214    -12.350    247.790     -2.580    254.800     86.130    212.660
      5.286      5.450    250.950     15.360    232.220     -5.270    278.390
      5.357     20.140    247.500     34.780    179.690    -79.730    259.560
      5.429     31.560    240.470     51.970    142.860   -110.510    221.850
      5.500     40.890    231.780     66.490    117.690   -130.980    184.140
      5.571     48.480    221.880     78.680     94.680   -142.810    155.340
      5.643     54.250    211.390     88.300     77.750   -149.090    126.940
      5.714     59.250    200.340     96.660     62.430   -159.400    103.510
      5.786     63.260    188.890    103.380     48.880   -162.080     81.170
      5.857     66.360    177.120    108.390     34.600   -167.870     60.290
      5.929     69.110    165.280    112.180     20.940   -167.610     35.250
      6.000     70.050    153.240    113.820      7.110   -168.470     12.230
      6.071     69.630    141.210    113.480     -4.320   -165.670    -10.350
      6.143     68.880    129.590    111.820    -18.740   -160.940    -36.800
      6.214     66.980    118.290    108.100    -32.010   -154.460    -65.450
      6.286     64.060    107.690    102.290    -48.260   -142.650    -97.260
      6.357     60.190     98.110     94.160    -63.200   -125.360   -131.160
      6.429     55.200     89.900     83.650    -77.240   -102.500   -163.870
      6.500     49.240     83.580     70.730    -89.370    -71.240   -197.570
      6.571     42.250     80.000     55.530   -102.390    -25.990   -229.270
      6.643     34.750     80.200     38.240   -108.850     34.810   -254.180
      6.714     27.240     85.530     19.910    -99.660    115.140   -255.830
      6.786     20.900     96.400      2.740    -75.940    185.210   -218.520
      6.857     16.690    111.260    -10.540    -41.140    224.070   -153.420
      6.929     14.960    127.690    -19.160     -8.990    231.350    -89.340
      7.000     15.410    143.820    -23.470     18.880    216.300    -38.110
      7.071     17.410    158.510    -24.710     39.570    196.080      4.320
      7.143     21.010    171.710    -23.180     56.050    172.020     35.590
      7.214     25.460    182.990    -19.670     66.230    145.680     61.530
      7.286     30.420    192.390    -14.390     77.640    118.740     85.610
      7.357     36.230    199.900     -7.620     84.710     90.670    104.430
      7.429     42.620    205.440      0.480     94.300     65.480    123.040
      7.500     49.550    208.970      9.640     99.660     33.030    133.980
      7.571     56.780    210.280     19.620    103.700      3.790    144.670
      7.643     64.200    209.370     30.250    103.250    -29.930    153.520
      7.714     71.580    206.030     41.480    102.940    -64.440    161.010
      7.786     78.990    200.170     53.110    105.280   -100.780    163.360
      7.857     86.420    191.590     64.710    103.580   -140.710    161.750
      7.929     93.660    179.920     76.200     96.920   -186.970    156.940
      8.000    100.350    165.030     86.940     90.410   -231.670    142.810
      8.071    106.120    146.590     96.290     72.070   -283.460    115.670
      8.143    110.350    124.740    103.010     45.990   -327.230     68.050
      8.214    112.380    100.330    105.400     10.210   -351.720     -4.490
      8.286    111.490     75.620    102.010    -34.810   -328.730    -89.320
      8.357    107.590     54.310     93.240    -70.630   -263.870   -151.680
      8.429    101.810     38.180     81.340    -85.410   -186.470   -178.340
      8.500     95.490     27.620     68.080    -85.550   -116.090   -181.440
      8.571     89.530     21.640     55.650    -81.440    -52.200   -172.670
      8.643     84.040     19.610     43.940    -73.180     -3.590   -151.490
      8.714     79.330     20.900     33.970    -57.380     36.300   -125.960
      8.786     75.790     24.750     26.040    -41.620     69.290    -96.160
      8.857     73.560     30.690     20.200    -22.830     95.010    -64.880
      8.929     72.700     38.270     16.790     -1.600    117.120    -30.160
      9.000     73.140     47.120     15.780     17.800    131.580      3.380
      9.071     75.090     56.890     17.310     38.340    139.820     40.320
      9.143     78.660     67.160     21.710     62.000    143.690     83.330
      9.214     83.900     77.380     29.230     85.080    141.440    127.530
      9.286     91.130     87.010     40.060    116.670    128.560    176.730
      9.357    100.690     95.140     54.590    149.360     98.940    230.550
      9.429    112.590    100.230     72.860    182.860     37.970    281.100
      9.500    126.620     99.930     94.150    209.520    -54.810    309.680
      9.571    141.790     91.670    115.900    206.600   -174.030    287.530
      9.643    155.330     76.240    133.740    167.380   -245.940    205.440
      9.714    165.520     57.930    145.550    117.200   -259.600    127.030
      9.786    172.410     39.940    152.080     76.950   -242.230     59.780
      9.857    176.680     23.660    154.590     45.060   -212.560     11.260
      9.929    178.730      9.670    154.010     14.950   -178.000    -26.200
     10.000    178.870     -1.670    150.930     -8.680   -139.190    -56.090
     10.071    177.620    -10.130    145.820    -29.810    -97.780    -84.660
     10.143    174.860    -15.600    139.140    -47.340    -54.320   -103.950
     10.214    170.950    -17.860    131.260    -63.660     -2.240   -119.360
     10.286    165.920    -16.010    122.450    -73.950     52.210   -125.370
     10.357    160.080     -9.830    113.510    -84.510    118.700   -122.820
     10.429    155.090      8.580    108.640    -83.970    195.580   -103.520
     10.500    148.730     18.200     99.540    -60.040    273.780    -50.210
     10.571    146.340     39.850     99.030     -2.340    316.920     41.800
     10.643    148.780     61.520    105.650     67.340    274.910    137.080
     10.714    155.370     78.250    117.230    112.060    192.890    181.410
     10.786    164.430     89.060    130.700    135.380    108.280    191.240
     10.857    174.430     94.230    144.370    143.400     38.730    186.950
     10.929    184.520     94.740    157.010    138.960    -23.340    169.050
     11.000    194.190     91.010    168.340    131.040    -79.130    145.850
     11.071    203.030     83.670    177.580    116.830   -125.620    112.990
     11.143    210.610     73.200    184.320     95.770   -165.330     76.710
     11.214    216.410     60.150    188.330     65.040   -198.520     35.130
     11.286    219.910     45.080    188.980     30.830   -222.560    -15.680
     11.357    220.630     28.640    185.650    -12.240   -234.720    -78.990
     11.429    217.770     12.240    177.570    -70.310   -219.670   -146.710
