#         t          x          y          z         vx         vy         vz
      4.700    405.456    -46.717    185.797     37.409    -55.018    -14.925
      4.800    409.034    -52.199    184.230     34.146    -54.622    -16.411
      4.900    412.287    -57.639    182.517     30.918    -54.190    -17.855
      5.000    415.219    -63.035    180.661     27.719    -53.724    -19.262
      5.100    417.832    -68.382    178.666     24.548    -53.224    -20.632
      5.200    420.130    -73.678    176.536     21.401    -52.690    -21.969
      5.300    422.113    -78.919    174.274     18.275    -52.124    -23.274
      5.400    423.785    -84.101    171.883     15.166    -51.524    -24.549
      5.500    425.147    -89.222    169.366     12.072    -50.893    -25.795
      5.600    426.201    -94.278    166.725      8.991    -50.229    -27.014
      5.700    426.946    -99.266    163.964      5.919    -49.532    -28.207
      5.800    427.385   -104.183    161.085      2.854    -48.802    -29.376
      5.900    427.517   -109.025    158.090     -0.208    -48.038    -30.522
      6.000    427.343   -113.789    154.982     -3.268    -47.241    -31.645
      6.100    426.863   -118.471    151.762     -6.329    -46.408    -32.747
      6.200    426.077   -123.069    148.433     -9.394    -45.540    -33.828
      6.300    424.984   -127.577    144.998    -12.466    -44.636    -34.890
      6.400    423.584   -131.994    141.456    -15.547    -43.693    -35.933
      6.500    421.874   -136.314    137.812    -18.640    -42.712    -36.957
      6.600    419.855   -140.534    134.066    -21.748    -41.689    -37.964
      6.700    417.524   -144.650    130.220    -24.875    -40.625    -38.953
      6.800    414.879   -148.657    126.276    -28.021    -39.516    -39.925
      6.900    411.918   -152.551    122.236    -31.192    -38.361    -40.881
      7.000    408.639   -156.327    118.101    -34.390    -37.157    -41.821
      7.100    405.039   -159.980    113.873    -37.618    -35.902    -42.744
      7.200    401.114   -163.504    109.553    -40.880    -34.593    -43.651
      7.300    396.861   -166.895    105.143    -44.179    -33.227    -44.542
      7.400    392.276   -170.147    100.645    -47.520    -31.800    -45.416
      7.500    387.355   -173.252     96.061    -50.906    -30.309    -46.273
      7.600    382.092   -176.205     91.391    -54.342    -28.748    -47.114
      7.700    376.484   -178.998     86.639    -57.832    -27.114    -47.936
      7.800    370.523   -181.624     81.805    -61.382    -25.400    -48.740
      7.900    364.204   -184.074     76.892    -64.996    -23.602    -49.525
      8.000    357.520   -186.340     71.901    -68.680    -21.711    -50.288
      8.100    350.464   -188.411     66.835    -72.441    -19.720    -51.029
      8.200    343.028   -190.278     61.697    -76.285    -17.621    -51.746
      8.300    335.203   -191.929     56.488    -80.219    -15.404    -52.435
      8.400    326.979   -193.353     51.211    -84.251    -13.058    -53.096
      8.500    318.347   -194.534     45.870    -88.390    -10.570    -53.723
      8.600    309.295   -195.459     40.468    -92.645     -7.926    -54.314
      8.700    299.812   -196.111     35.009    -97.027     -5.109    -54.863
      8.800    289.883   -196.471     29.498   -101.546     -2.100    -55.363
      8.900    279.495   -196.520     23.940   -106.216      1.123    -55.808
      9.000    268.632   -196.234     18.340   -111.051      4.587    -56.187
      9.100    257.276   -195.589     12.706   -116.064      8.322    -56.491
      9.200    245.409   -194.555      7.046   -121.274     12.365    -56.704
      9.300    233.010   -193.098      1.371   -126.698     16.760    -56.808
      9.400    220.058   -191.182     -4.308   -132.355     21.559    -56.763
      9.500    206.527   -188.763     -9.974   -138.267     26.824    -56.554
      9.600    192.391   -185.790    -15.609   -144.455     32.635    -56.144
      9.700    177.621   -182.204    -21.190   -150.942     39.086    -55.484
      9.800    162.186   -177.935    -26.690   -157.747     46.298    -54.508
      9.900    146.055   -172.899    -32.071   -164.885     54.423    -53.126
     10.000    129.192   -166.995    -37.289   -172.360     63.653    -51.218
     10.100    111.567   -160.101    -42.280   -180.150     74.236    -48.614
