#         t          x          y          z         vx         vy         vz
      9.143     78.690     67.170     21.810     62.120    144.580     82.440
      9.214     83.950     77.390     29.270     86.200    140.510    127.370
      9.286     91.170     87.030     40.070    115.910    128.510    176.270
      9.357    100.730     95.140     54.560    150.130     97.970    229.600
      9.429    112.580    100.230     72.830    181.790     39.450    280.800
      9.500    126.580     99.950     94.120    209.100    -55.310    311.480
      9.571    141.800     91.690    115.920    206.520   -174.290    287.300
      9.643    155.310     76.160    133.710    166.040   -245.630    205.680
      9.714    165.460     57.850    145.430    116.980   -259.390    127.570
      9.786    172.370     39.910    152.040     75.570   -242.850     60.700
      9.857    176.680     23.660    154.570     43.660   -212.610     10.580
      9.929    178.670      9.670    153.960     14.090   -178.200    -26.700
     10.000    178.870     -1.630    150.930     -7.480   -140.140    -57.910
     10.071    177.610    -10.180    145.800    -29.650    -98.990    -84.720
     10.143    174.850    -15.630    139.120    -47.840    -52.320   -104.310
     10.214    170.940    -17.780    131.210    -62.370     -2.990   -117.420
     10.286    165.960    -16.060    122.460    -76.320     52.650   -124.290
     10.357    160.100     -9.840    113.500    -85.070    118.620   -124.240
     10.429    154.040      1.400    105.240    -84.140    195.040   -103.890
     10.500    148.760     18.220     99.550    -60.400    274.580    -49.890
     10.571    146.360     39.890     99.060     -1.580    317.960     42.790
     10.643    148.800     61.530    105.690     67.980    274.740    135.510
     10.714    155.410     78.270    117.240    113.620    191.560    179.650
     10.786    164.450     89.030    130.670    134.060    108.460    191.050
     10.857    174.360     94.240    144.300    142.450     38.940    187.160
     10.929    184.530     94.750    157.040    139.620    -24.210    169.220
     11.000    194.200     91.020    168.350    131.660    -79.130    145.610
     11.071    203.040     83.670    177.540    115.960   -126.220    113.250
     11.143    210.630     73.160    184.340     95.200   -167.240     77.700
     11.214    216.410     60.070    188.310     65.470   -197.990     33.750
     11.286    219.910     45.070    188.970     32.090   -221.690    -15.110
     11.357    220.650     28.680    185.630    -12.610   -234.290    -78.390
     11.429    217.800     12.250    177.600    -68.860   -219.460   -147.500
