#         t          x          y          z         vx         vy         vz
      5.000    -36.240     99.380    -41.520     18.330     -3.320     22.280
      5.071    -34.810     99.510    -40.040     20.810      5.000     23.820
      5.143    -33.120    100.190    -38.290     24.380     12.910     29.620
      5.214    -31.340    101.420    -36.160     25.570     20.990     33.500
      5.286    -29.420    103.170    -33.770     26.700     28.190     37.370
      5.357    -27.260    105.580    -31.140     31.200     38.440     40.470
      5.429    -24.900    108.610    -28.110     34.260     46.160     46.960
      5.500    -22.360    112.290    -24.670     38.900     54.870     51.850
      5.571    -19.670    116.850    -20.740     42.170     69.310     59.820
      5.643    -16.640    122.560    -16.350     48.750     85.970     69.410
      5.714    -12.990    129.590    -11.250     59.790    110.800     78.460
      5.786     -8.200    138.600     -5.030     80.680    146.170     99.790
      5.857     -0.410    150.680      3.310    195.500    149.020    133.400
      5.929     10.540    156.770      9.190    120.570     19.360     64.400
      6.000     17.610    157.890     12.160     51.960     -6.760     39.120
      6.071     21.800    156.370     13.990      7.220    -21.760     20.820
      6.143     23.890    152.830     15.330    -15.580    -52.160      9.130
      6.214     24.030    147.130     16.000    -53.110   -116.420    -22.100
      6.286     19.140    140.300     14.280     54.800     -3.240     27.570
      6.357     22.960    139.950     18.630     33.820     -4.720     33.900
      6.429     25.440    138.290     20.310     29.860    -26.520     32.280
      6.500     28.520    136.490     21.900     35.680    -33.060     33.440
      6.571     31.080    134.650     24.580     37.850    -25.580     43.380
      6.643     33.930    132.930     27.210     39.840    -26.810     41.390
      6.714     37.050    131.110     29.700     41.640    -26.230     41.280
      6.786     40.460    129.140     32.150     37.320    -36.170     33.470
      6.857     43.450    127.070     34.400     39.020    -32.020     31.120
      6.929     44.320    125.630     36.010     40.250    -33.340     27.380
      7.000     46.880    123.280     38.180     39.770    -33.940     26.050
      7.071     49.390    120.780     40.060     34.020    -35.850     13.620
      7.143     51.940    118.270     41.780     33.490    -31.220     15.210
      7.214     54.460    116.080     43.530     33.720    -27.670     13.270
      7.286     57.050    114.130     45.280     36.760    -28.090     15.440
      7.357     59.640    112.350     46.960     36.940    -22.150     21.780
      7.429     62.170    110.720     48.550     34.400    -23.950     19.270
      7.500     64.730    109.100     50.040     36.770    -23.570     21.540
      7.571     67.350    107.570     51.620     35.840    -20.350     22.980
      7.643     70.020    106.140     53.080     36.320    -20.630     21.130
      7.714     72.710    104.570     54.500     31.690    -21.970     22.340
      7.786     75.330    103.170     55.930     32.440    -16.200     19.990
      7.857     78.060    101.840     57.420     31.210    -20.500     20.090
      7.929     80.760    100.470     58.970     33.460    -19.220     18.950
      8.000     83.360     99.080     60.670     34.790    -18.900     20.110
      8.071     85.810     97.760     62.520     35.540    -16.640     23.790
      8.143     88.170     96.510     64.440     34.540    -16.000     25.240
      8.214     90.410     95.380     66.330     35.280    -15.730     27.110
      8.286     92.670     94.100     68.230     35.160    -19.410     30.440
      8.357     94.980     92.690     70.270     36.440    -21.100     35.620
      8.429     97.380     91.060     72.340     35.810    -24.060     32.680
      8.500     99.830     89.250     74.330     35.420    -27.070     31.640
      8.571    102.460     87.300     76.300     36.570    -27.610     30.090
      8.643    105.110     85.290     78.190     33.410    -33.560     25.360
      8.714    107.520     83.240     80.060     30.020    -30.880     24.490
      8.786    109.860     81.270     81.920     32.390    -28.080     22.750
      8.857    112.130     79.330     83.720     32.610    -26.780     20.930
      8.929    114.310     77.430     85.340     31.930    -26.410     18.780
      9.000    116.440     75.430     86.970     31.060    -27.540     20.900
      9.071    118.450     73.380     88.620     28.760    -25.150     18.500
      9.143    120.460     71.420     90.270     31.110    -24.830     21.100
      9.214    122.480     69.420     91.800     31.090    -26.210     17.580
      9.286    124.490     67.350     93.180     31.320    -27.250     20.440
      9.357    126.470     65.420     94.640     30.480    -23.390     21.490
      9.429    128.450     63.680     96.010     29.330    -23.250     20.630
      9.500    130.430     62.120     97.390     25.450    -18.180     24.480
      9.571    132.400     60.790     98.860     25.390    -14.960     23.750
      9.643    134.530     59.730    100.480     27.760    -11.560     22.990
      9.714    137.010     59.660    102.590     29.920    -14.000     23.080
      9.786    139.380     58.260    103.970     32.440    -16.620     22.850
      9.857    141.840     57.180    106.030     33.990    -18.820     27.270
      9.929    144.200     55.980    108.270     36.040    -20.980     31.050
     10.000    146.830     54.420    110.140     36.350    -21.530     31.190
     10.071    149.070     53.650    112.810     33.500    -19.660     30.790
     10.143    151.560     52.370    114.960     31.840    -17.470     32.160
     10.214    154.080     51.030    117.030     34.110    -17.110     31.700
     10.286    156.790     49.470    119.050     34.060    -21.600     28.910
     10.357    159.500     47.780    121.180     34.200    -21.850     29.300
     10.429    162.160     45.990    123.390     34.660    -24.550     27.510
     10.500    164.710     44.060    125.530     31.740    -29.380     24.100
     10.571    167.070     42.030    127.510     29.890    -31.800     20.140
     10.643    169.210     40.000    129.280     30.120    -29.280     19.470
     10.714    171.160     38.060    130.800     30.450    -26.510     17.470
     10.786    173.000     36.210    132.210     28.780    -22.760     19.540
     10.857    174.680     34.460    133.510     27.690    -20.420     18.420
     10.929    176.310     32.890    134.750     28.150    -15.780     21.380
     11.000    178.050     31.560    136.140     30.100    -13.400     24.470
     11.071    179.910     30.290    137.560     29.530    -17.560     24.850
     11.143    181.880     28.850    139.080     29.590    -20.240     29.030
     11.214    183.930     27.520    140.700     28.350    -17.710     29.160
     11.286    186.110     26.320    142.360     28.390    -17.310     28.860
     11.357    188.360     25.070    144.040     29.830    -21.120     26.610
     11.429    190.710     23.660    145.840     29.310    -22.450     27.610
