#         t          x          y          z         vx         vy         vz
      4.643   -107.070    172.680    -50.610     71.910    159.840     30.780
      4.714   -100.860    183.850    -48.130    101.170    152.990     37.860
      4.786    -92.720    194.500    -45.030    126.420    145.490     48.050
      4.857    -82.940    204.580    -41.140    148.250    137.460     59.900
      4.929    -71.600    214.290    -36.450    166.520    130.370     71.920
      5.000    -59.170    223.290    -30.820    184.420    124.300     86.350
      5.071    -45.340    232.090    -23.960    205.130    120.900    106.300
      5.143    -29.830    240.430    -15.130    230.990    114.240    145.200
      5.214    -12.450    247.770     -2.550    255.230     86.230    213.510
      5.286      5.470    250.980     15.350    232.340     -5.270    277.390
      5.357     20.170    247.520     34.810    180.130    -80.520    258.780
      5.429     31.600    240.430     51.990    142.400   -112.760    221.220
      5.500     40.770    231.700     66.510    117.420   -131.990    184.250
      5.571     48.490    222.020     78.470     95.560   -142.060    155.190
      5.643     54.860    211.580     88.610     78.700   -150.090    126.500
      5.714     59.270    200.330     96.670     62.770   -158.390    104.230
      5.786     63.250    188.900    103.410     48.890   -161.830     81.580
      5.857     66.420    177.140    108.430     33.960   -168.730     59.160
      5.929     68.440    165.130    111.770     19.930   -166.910     36.080
      6.000     69.490    153.150    113.490      8.670   -168.450     10.210
      6.071     70.400    141.420    114.100     -2.970   -165.060    -11.120
      6.143     69.490    129.730    112.350    -19.250   -161.020    -37.100
      6.214     67.080    118.310    108.150    -31.100   -153.970    -64.840
      6.286     64.370    107.730    102.340    -48.440   -141.620    -97.820
      6.357     60.420     98.090     94.110    -63.420   -125.300   -129.780
      6.429     55.320     89.920     83.670    -75.770   -103.070   -164.910
      6.500     49.380     83.660     70.880    -90.310    -72.280   -196.920
      6.571     42.390     80.120     55.720   -102.800    -25.680   -229.880
      6.643     34.920     80.300     38.340   -108.520     34.640   -253.710
      6.714     27.180     85.650     19.990   -100.240    115.020   -253.540
      6.786     20.780     96.500      2.730    -75.440    185.510   -216.820
      6.857     16.640    111.360    -10.510    -39.950    224.770   -152.330
      6.929     15.010    127.740    -19.130     -9.700    230.240    -88.240
      7.000     15.460    143.830    -23.430     20.340    216.300    -36.820
      7.071     17.620    158.490    -24.620     40.140    195.120      3.550
      7.143     21.040    171.600    -23.310     55.450    171.560     35.760
      7.214     25.370    182.890    -19.790     65.340    145.700     62.920
      7.286     30.420    192.380    -14.360     77.330    120.300     86.560
      7.357     36.360    199.920     -7.580     85.790     90.090    104.550
      7.429     42.760    205.430      0.420     93.560     64.990    122.890
      7.500     49.600    208.950      9.640     99.400     33.360    134.080
      7.571     56.850    210.260     19.600    103.320      2.620    143.300
      7.643     64.220    209.300     30.180    102.180    -29.720    153.230
      7.714     71.560    205.980     41.480    102.600    -64.380    161.560
      7.786     78.930    200.150     53.160    105.380   -101.070    163.990
      7.857     86.340    191.600     64.790    101.890   -139.700    161.950
      7.929     93.610    179.920     76.180     97.520   -186.360    155.870
      8.000    100.280    165.030     86.940     89.610   -231.870    143.540
      8.071    106.050    146.560     96.340     70.670   -283.500    116.230
      8.143    110.320    124.730    103.060     45.920   -328.090     67.370
      8.214    112.350    100.280    105.400      8.830   -351.920     -6.090
      8.286    111.440     75.570    101.970    -35.760   -328.450    -88.700
      8.357    107.510     54.260     93.220    -70.560   -264.000   -150.330
      8.429    101.760     38.180     81.370    -85.160   -187.720   -180.440
      8.500     95.570     27.460     68.340    -86.810   -115.530   -183.040
      8.571     89.570     21.610     55.660    -82.230    -50.740   -173.210
      8.643     84.040     19.650     43.900    -75.300     -3.330   -152.280
      8.714     79.250     20.870     33.950    -58.080     36.490   -125.490
      8.786     75.700     24.800     26.060    -40.740     69.570    -97.280
      8.857     73.590     30.720     20.250    -22.380     95.170    -65.910
      8.929     72.760     38.330     16.770     -2.410    115.850    -31.350
      9.000     73.170     47.190     15.760     17.360    131.290      4.060
      9.071     75.110     56.920     17.290     38.600    140.860     41.210
      9.143     78.690     67.210     21.700     61.940    144.940     83.970
      9.214     83.830     77.380     29.310     85.360    140.410    127.230
      9.286     90.990     87.020     40.120    115.440    128.000    176.260
      9.357    100.610     95.140     54.610    149.710     98.110    229.310
      9.429    112.610    100.220     72.840    183.430     37.690    280.220
      9.500    126.640     99.830     94.120    208.240    -55.330    310.110
      9.571    141.750     91.630    115.850    206.670   -173.500    287.010
      9.643    155.300     76.170    133.690    166.450   -244.060    206.470
      9.714    165.500     57.870    145.450    119.010   -259.140    125.100
      9.786    172.280     39.860    151.930     76.280   -242.340     59.990
      9.857    176.590     23.640    154.490     43.350   -213.510     11.330
      9.929    178.630      9.710    153.950     14.920   -177.370    -24.020
     10.000    178.940     -1.630    150.930     -7.120   -138.870    -55.470
     10.071    177.650    -10.140    145.850    -29.730    -98.990    -85.780
     10.143    174.860    -15.590    139.140    -46.310    -52.970   -103.050
     10.214    170.870    -17.700    131.160    -61.920     -1.670   -118.810
     10.286    165.910    -15.940    122.410    -76.560     53.250   -124.590
     10.357    160.100     -9.740    113.530    -82.710    119.030   -123.290
     10.429    154.080      1.500    105.270    -82.810    195.790   -104.040
     10.500    148.770     18.270     99.580    -59.450    273.910    -49.730
     10.571    146.380     39.930     99.100     -2.080    316.870     42.710
     10.643    148.800     61.530    105.700     69.310    276.010    136.550
     10.714    155.430     78.260    117.240    112.120    191.540    180.430
     10.786    164.460     89.000    130.680    135.080    108.400    192.310
     10.857    174.370     94.190    144.330    142.870     38.590    187.500
     10.929    184.550     94.740    157.030    137.280    -23.870    169.890
     11.000    194.190     91.030    168.320    131.880    -79.530    145.140
     11.071    203.010     83.670    177.590    117.650   -124.910    113.040
     11.143    210.660     73.190    184.350     94.830   -166.750     76.820
     11.214    216.420     60.130    188.340     66.760   -198.670     34.810
     11.286    219.910     45.070    188.940     31.270   -224.130    -15.970
     11.357    220.690     28.670    185.620    -11.880   -234.230    -78.470
     11.429    217.760     12.250    177.620    -69.630   -217.550   -146.670
