#         t          x          y          z         vx         vy         vz
      3.214   -142.030    348.780    -84.300    102.590   -122.280     84.740
      3.286   -134.520    339.690    -78.100    105.320   -129.830     88.340
      3.357   -126.840    330.150    -71.750    111.630   -135.230     87.370
      3.429   -118.780    320.120    -65.400    114.940   -145.110     88.560
      3.500   -110.530    309.440    -59.170    117.450   -158.830     88.110
      3.571   -102.080    297.850    -52.990    119.330   -170.940     91.090
      3.643    -93.410    285.340    -46.920    121.040   -181.960     86.970
      3.714    -84.460    271.700    -41.120    124.940   -200.670     80.240
      3.786    -75.360    256.470    -35.690    125.590   -228.340     73.090
      3.857    -66.400    239.120    -31.030    123.920   -260.550     53.000
      3.929    -58.400    219.140    -28.270     95.980   -298.710     13.130
      4.000    -53.510    197.840    -29.570     41.550   -285.350    -51.820
      4.071    -51.600    179.810    -35.170     17.130   -231.970    -67.020
      4.143    -50.640    165.350    -39.980     21.530   -187.460    -59.640
      4.214    -49.490    153.320    -43.600     24.390   -158.770    -42.670
      4.286    -48.060    142.930    -46.050     27.600   -136.710    -26.100
      4.357    -46.680    133.970    -47.260     26.790   -115.450    -15.070
      4.429    -45.560    126.320    -47.900     23.650   -100.410     -5.460
      4.500    -44.470    119.920    -48.210     22.740    -83.710     -1.130
      4.571    -43.270    114.460    -48.180     20.800    -66.580      2.720
      4.643    -41.840    108.890    -46.670     15.640    -55.200      8.900
      4.714    -40.810    105.420    -45.920     14.020    -44.210     14.030
      4.786    -39.750    102.830    -45.010     13.270    -30.850     14.150
      4.857    -38.680    101.020    -44.000     15.400    -21.080     16.990
      4.929    -37.480     99.910    -42.860     17.510    -12.220     17.880
      5.000    -36.150     99.420    -41.580     19.020     -4.150     22.170
      5.071    -34.690     99.490    -40.070     19.350      6.070     25.140
      5.143    -33.040    100.170    -38.280     23.850     13.790     30.070
      5.214    -31.280    101.380    -36.150     24.020     19.970     34.050
      5.286    -29.370    103.140    -33.740     27.610     28.910     37.720
      5.357    -27.230    105.520    -31.100     31.390     38.150     40.630
      5.429    -24.900    108.560    -28.070     35.220     46.900     46.740
      5.500    -22.420    112.260    -24.620     38.480     55.950     51.960
      5.571    -19.770    116.870    -20.760     42.640     71.200     58.500
      5.643    -16.700    122.570    -16.410     50.100     87.240     68.980
      5.714    -13.040    129.600    -11.310     61.020    110.630     79.420
      5.786     -8.280    138.640     -5.070     80.140    146.320    100.270
      5.857     -0.470    150.730      3.230    196.900    149.040    134.290
      5.929     10.510    156.820      9.140    121.910     20.030     64.200
      6.000     17.680    157.910     12.140     51.670     -7.100     40.230
      6.071     21.920    156.370     14.000      9.050    -21.710     20.470
      6.143     24.020    152.830     15.370    -15.500    -51.940      9.420
      6.214     24.170    147.100     16.100    -54.220   -117.020    -21.510
      6.286     24.800    141.310     16.040     55.860      0.950     50.680
      6.357     27.450    139.810     18.090     36.350     -7.560     49.310
      6.429     29.580    138.250     20.110     29.450    -27.740     39.620
      6.500     31.260    136.100     21.950     37.720    -34.770     39.290
      6.571     32.800    134.230     24.400     36.140    -26.250     47.560
      6.643     34.500    132.640     26.910     41.790    -26.590     43.800
      6.714     37.610    131.490     29.840     40.890    -27.740     42.220
      6.786     40.090    129.110     32.250     37.750    -34.690     29.810
      6.857     43.390    127.040     34.270     39.220    -33.280     31.550
      6.929     44.210    125.510     35.910     40.740    -34.160     27.800
      7.000     46.840    123.230     38.150     40.030    -32.180     26.870
      7.071     49.340    120.760     40.090     34.660    -36.050     14.020
      7.143     51.860    118.340     41.750     33.780    -30.290     13.390
      7.214     54.410    116.180     43.450     34.750    -27.740     14.040
      7.286     57.060    114.250     45.140     36.860    -28.240     14.680
      7.357     59.700    112.420     46.850     35.710    -25.000     21.240
      7.429     62.220    110.760     48.490     35.600    -22.790     19.710
      7.500     64.870    109.140     50.060     36.010    -24.210     21.470
      7.571     67.510    107.570     51.650     36.070    -21.420     22.230
      7.643     70.170    106.070     53.190     34.390    -21.170     21.960
      7.714     72.780    104.560     54.650     32.140    -20.220     21.940
      7.786     75.390    103.200     56.150     32.420    -17.400     22.260
      7.857     77.990    101.860     57.600     29.200    -19.240     18.100
      7.929     80.590    100.530     59.080     32.620    -18.700     18.300
      8.000     83.230     99.150     60.640     34.970    -18.990     20.460
      8.071     85.760     97.810     62.390     34.830    -16.710     22.990
      8.143     88.180     96.570     64.280     34.400    -16.200     23.240
      8.214     90.500     95.400     66.220     32.370    -17.880     26.330
      8.286     92.730     94.130     68.230     34.960    -17.990     32.010
      8.357     94.950     92.770     70.360     36.440    -19.830     34.960
      8.429     97.350     91.150     72.390     36.490    -25.430     31.520
      8.500     99.840     89.310     74.310     36.700    -28.210     31.160
      8.571    102.500     87.330     76.250     36.200    -27.090     30.500
      8.643    105.070     85.280     78.110     31.550    -32.600     24.970
      8.714    107.410     83.200     79.990     30.290    -29.800     24.340
      8.786    109.760     81.260     81.830     33.610    -27.340     23.720
      8.857    112.120     79.380     83.560     32.160    -29.090     18.940
      8.929    114.350     77.400     85.180     30.540    -26.810     18.830
      9.000    116.530     75.420     86.840     31.810    -26.190     20.720
      9.071    118.600     73.400     88.530     29.110    -23.650     21.270
      9.143    120.580     71.390     90.170     31.170    -25.490     19.650
      9.214    122.550     69.300     91.770     31.920    -26.040     20.920
      9.286    124.490     67.300     93.290     30.170    -24.290     19.230
      9.357    126.440     65.380     94.800     30.970    -25.730     21.280
      9.429    128.350     63.640     96.200     27.670    -22.510     21.600
      9.500    130.250     62.080     97.540     24.920    -17.900     23.960
      9.571    132.230     60.790     98.900     26.580    -15.870     21.920
      9.643    134.300     59.670    100.420     27.710    -14.050     23.200
      9.714    136.540     58.700    102.210     29.520    -13.600     23.760
      9.786    138.910     57.780    104.130     33.050    -14.780     24.280
      9.857    141.420     56.820    106.180     33.670    -18.690     27.480
      9.929    143.930     55.810    108.330     34.440    -21.530     29.950
     10.000    146.420     54.750    110.490     35.250    -19.550     29.600
     10.071    148.990     53.660    112.660     34.760    -19.670     31.400
     10.143    151.570     52.440    114.790     32.610    -18.540     32.450
     10.214    154.180     51.050    116.910     32.800    -20.170     32.290
     10.286    156.920     49.490    119.010     35.350    -19.650     30.120
     10.357    159.680     47.810    121.190     34.850    -22.240     29.090
     10.429    162.340     46.060    123.450     33.730    -22.750     27.370
     10.500    164.870     44.130    125.640     31.720    -28.740     24.250
     10.571    167.190     42.060    127.620     30.720    -31.620     19.870
     10.643    169.300     39.990    129.350     29.780    -28.640     18.900
     10.714    171.220     38.060    130.890     30.640    -27.010     18.530
     10.786    173.000     36.220    132.280     27.400    -25.390     18.770
     10.857    174.640     34.470    133.570     26.090    -18.170     17.990
     10.929    176.280     32.900    134.800     28.070    -17.250     21.610
     11.000    177.990     31.480    136.120     30.020    -15.260     25.770
     11.071    179.920     30.150    137.560     31.210    -16.700     26.840
     11.143    181.940     28.810    139.090     29.260    -20.110     28.470
     11.214    183.960     27.440    140.710     29.010    -20.170     29.320
     11.286    186.120     26.240    142.350     29.490    -16.740     27.490
     11.357    188.390     25.040    144.020     29.540    -21.920     26.780
     11.429    190.720     23.680    145.800     30.600    -21.000     27.140
