#         t          x          y          z         vx         vy         vz
      8.500    100.520     89.370     75.160     34.420    -25.680     32.080
      8.571    103.120     87.650     77.250     33.060    -27.360     28.760
      8.643    105.620     85.880     79.220     34.310    -26.240     24.990
      8.714    107.990     83.910     81.030     31.200    -28.550     23.160
      8.786    110.160     81.920     82.610     28.740    -26.690     17.750
      8.857    112.360     79.970     84.140     30.870    -25.390     17.800
      8.929    114.660     77.960     85.770     33.430    -27.110     23.100
      9.000    116.010     75.050     87.090     30.480    -25.090     21.660
      9.071    118.190     73.320     88.730     29.800    -22.320     21.520
      9.143    120.350     71.680     90.150     29.670    -27.540     16.730
      9.214    122.540     69.890     91.420     30.280    -27.130     19.600
      9.286    124.850     68.150     92.960     31.420    -27.100     22.790
      9.357    127.190     66.400     94.490     30.200    -26.430     19.730
      9.429    129.130     64.530     95.780     25.940    -28.500     20.670
      9.500    131.090     62.790     97.400     26.610    -23.420     25.160
      9.571    132.970     61.510     99.200     28.010    -18.480     25.360
      9.643    134.790     60.110    100.600     27.490    -13.010     26.350
      9.714    137.100     59.710    102.610     30.890    -13.590     22.240
      9.786    139.240     58.580    104.300     34.150    -17.330     23.290
      9.857    141.580     57.190    105.930     34.720    -17.360     25.770
      9.929    144.190     55.930    108.070     37.660    -18.070     32.290
     10.000    146.860     54.430    110.180     39.810    -21.400     33.070
     10.071    149.680     53.080    112.780     36.490    -19.970     31.720
     10.143    151.810     51.280    114.560     31.470    -17.800     34.190
     10.214    154.120     49.960    116.940     32.090    -18.240     31.160
     10.286    156.440     48.720    119.260     31.730    -18.350     32.210
     10.357    158.860     47.410    121.420     31.770    -17.110     28.450
     10.429    160.590     46.010    123.230     32.860    -22.100     25.730
     10.500    162.800     44.260    124.810     28.460    -26.670     22.040
     10.571    164.960     42.390    126.190     29.840    -29.640     18.400
     10.643    168.040     40.080    128.120     30.580    -30.640     17.700
     10.714    170.230     38.020    129.480     29.640    -28.390     17.990
     10.786    172.160     36.150    130.840     25.670    -26.610     18.820
     10.857    173.970     34.500    132.320     25.020    -22.320     20.430
     10.929    175.820     33.610    133.580     32.280    -17.260     24.980
     11.000    178.050     32.340    135.640     32.660    -16.950     28.330
     11.071    180.340     30.840    137.830     30.220    -20.910     27.470
     11.143    182.480     29.230    139.740     28.990    -21.810     27.190
     11.214    184.650     27.540    141.520     31.140    -23.390     29.270
     11.286    186.770     25.900    143.320     28.220    -20.990     25.400
     11.357    188.750     24.310    145.100     26.880    -20.540     28.450
     11.429    190.790     22.840    146.960     29.890    -19.120     26.930
